recording_givid	survey	user_reference	area	vague_date_begin	vague_date_end	latitude	longitude
IV2022051222571398	N2000meetnet_Duinen_BHM	nd_03	9	2021-08-25	2021-08-25	51.10666178	2.62655954
IV2022051309175981	N2000meetnet_Duinen_BHM	415921	1018	2021-08-25	2021-08-25	51.10451592	2.62440449
IV2022051309203778	N2000meetnet_Duinen_BHM	415921	9	2021-08-25	2021-08-25	51.10451592	2.62440449
IV2022051309304666	N2000meetnet_Duinen_BHM	456881	1018	2021-08-25	2021-08-25	51.10840773	2.63477043
IV2022051309370206	N2000meetnet_Duinen_BHM	456881	9	2021-08-25	2021-08-25	51.10840773	2.63477043
IV2022051309464011	N2000meetnet_Duinen_BHM	305329	1018	2021-08-26	2021-08-26	51.09182399	2.60294706
IV2022051309502084	N2000meetnet_Duinen_BHM	305329	9	2021-08-26	2021-08-26	51.09182399	2.60294706
IV2022051309565349	N2000meetnet_Duinen_BHM	oh_08	1018	2021-08-26	2021-08-26	51.09165036	2.60703716
IV2022051309593230	N2000meetnet_Duinen_BHM	oh_08	9	2021-08-26	2021-08-26	51.09165036	2.60703716
IV2022051310093946	N2000meetnet_Duinen_BHM	304305	1018	2021-08-26	2021-08-26	51.0883918	2.58526147
IV2022051310132901	N2000meetnet_Duinen_BHM	304305	9	2021-08-26	2021-08-26	51.0883918	2.58526147
IV2022051310245008	N2000meetnet_Duinen_BHM	337073	1018	2021-08-26	2021-08-26	51.08629	2.57940043
IV2022051310304406	N2000meetnet_Duinen_BHM	337073	9	2021-08-26	2021-08-26	51.08629	2.57940043
IV2022051310401715	N2000meetnet_Duinen_BHM	2987185	1018	2021-08-27	2021-08-27	51.07934157	2.5577411
IV2022051310440081	N2000meetnet_Duinen_BHM	2987185	9	2021-08-27	2021-08-27	51.07934157	2.5577411
IV2022051311180812	N2000meetnet_Duinen_BHM	1938609	1018	2021-08-27	2021-08-27	51.07937661	2.56002362
IV2022051311213579	N2000meetnet_Duinen_BHM	1938609	9	2021-08-27	2021-08-27	51.07937661	2.56002362
IV2022051311560973	N2000meetnet_Duinen_BHM	wz_13	1018	2021-08-31	2021-08-31	51.07970131	2.56023587
IV2022051311590152	N2000meetnet_Duinen_BHM	wz_13	9	2021-08-31	2021-08-31	51.07970131	2.56023587
IV2022052412054760	N2000_6510_droogte	IV2012080715113498	1018	2020-05-20	2020-05-20	50.77849256	5.4878428
IV2022052412082749	N2000_6510_droogte	IV2012080715113498	9	2020-05-20	2020-05-20	50.77849256	5.4878428
IV2022052412304812	N2000_6510_droogte	79986	1018	2020-05-20	2020-05-20	50.77556406	5.48372928
IV2022052413334534	N2000_6510_droogte	79986	9	2020-05-20	2020-05-20	50.77556406	5.48372928
IV2022052413502874	N2000_6510_droogte	386674	1018	2020-05-20	2020-05-20	50.79565745	5.42745471
IV2022052413535882	N2000_6510_droogte	386674	9	2020-05-20	2020-05-20	50.79565745	5.42745471
IV2022052415353976	N2000_6510_droogte	IV2013092017422028	1018	2020-05-26	2020-05-26	50.76093566	5.77255001
IV2022052415392982	N2000_6510_droogte	IV2013092017422028	9	2020-05-26	2020-05-26	50.76093566	5.77255001
IV2022052416113198	N2000_6510_droogte	IV2013092017323396	1018	2020-05-26	2020-05-26	50.76020058	5.77411766
IV2022052416122070	N2000_6510_droogte	IV2013092017323396	9	2020-05-26	2020-05-26	50.76020058	5.77411766
IV2022052416242373	N2000_6510_droogte	IV2013092015031550	1018	2020-05-26	2020-05-26	50.75585995	5.78631362
IV2022052416261560	N2000_6510_droogte	IV2013092015031550	9	2020-05-26	2020-05-26	50.75585995	5.78631362
IV2022052509192070	N2000_6510_droogte	IV2013092011462243	1018	2020-05-26	2020-05-26	50.75369658	5.80958697
IV2022052509215658	N2000_6510_droogte	IV2013092011462243	9	2020-05-26	2020-05-26	50.75369658	5.80958697
IV2022052509532268	N2000_6510_droogte	IV2013092013555625	1018	2020-05-27	2020-05-27	50.72490851	5.82570097
IV2022052509561667	N2000_6510_droogte	IV2013092013555625	9	2020-05-27	2020-05-27	50.72490851	5.82570097
IV2022052510073226	N2000_6510_droogte	IV2013091916595670	1018	2020-05-27	2020-05-27	50.73026771	5.85872304
IV2022052510092318	N2000_6510_droogte	IV2013091916595670	9	2020-05-27	2020-05-27	50.73026771	5.85872304
IV2022052510183026	N2000_6510_droogte	IV2013092016031811	1018	2020-05-27	2020-05-27	50.75395034	5.88130578
IV2022052510205382	N2000_6510_droogte	IV2013092016031811	9	2020-05-27	2020-05-27	50.75395034	5.88130578
IV2022052511273430	N2000_6510_droogte	127218	1018	2020-05-15	2020-05-15	50.87859096	5.59621647
IV2022052511293970	N2000_6510_droogte	127218	9	2020-05-15	2020-05-15	50.87859096	5.59621647
IV2022052511373401	N2000_6510_droogte	659794	1018	2020-05-15	2020-05-15	50.99471519	5.76109177
IV2022052511395977	N2000_6510_droogte	659794	9	2020-05-15	2020-05-15	50.99471519	5.76109177
IV2022052513564678	N2000_6510_droogte	676914	1018	2020-05-15	2020-05-15	50.88356285	5.37577525
IV2022052514013360	N2000_6510_droogte	676914	9	2020-05-15	2020-05-15	50.88356285	5.37577525
IV2022052514251855	N2000_6510_droogte	IV2018021914511615	1018	2020-05-30	2020-05-30	50.79123198	5.28088247
IV2022052514313615	N2000_6510_droogte	IV2018021914511615	9	2020-05-30	2020-05-30	50.79123198	5.28088247
IV2022052514500367	N2000_6510_droogte	IV2013072223234428	1018	2020-05-15	2020-05-15	50.86232549	5.26035639
IV2022052514525352	N2000_6510_droogte	IV2013072223234428	9	2020-05-15	2020-05-15	50.86232549	5.26035639
IV2022052516423918	N2000_6510_droogte	63270	1018	2020-05-13	2020-05-13	50.79322307	5.19183318
IV2022052516445098	N2000_6510_droogte	63270	9	2020-05-13	2020-05-13	50.79322307	5.19183318
IV2022062019005618	N2000meetnet_Grasland_BHM	905382	1018	2022-06-20	2022-06-20	50.95876845	5.03074625
IV2022062019010040	N2000meetnet_Grasland_BHM	3741830	1018	2022-06-20	2022-06-20	50.93493245	4.83696965
IV2022062019015477	N2000meetnet_Grasland_BHM	3741830	9	2022-06-20	2022-06-20	50.93493245	4.83696965
IV2022062019015574	N2000meetnet_Grasland_BHM	905382	9	2022-06-20	2022-06-20	50.95876845	5.03074625
IV2022062413515410	N2000meetnet_Grasland_BHM	3927238	1018	2022-06-24	2022-06-24	50.92511971	4.54599552
IV2022062413515502	N2000meetnet_Grasland_BHM	4598982	1018	2022-06-24	2022-06-24	50.92627749	4.54053683
IV2022062413525437	N2000meetnet_Grasland_BHM	4598982	9	2022-06-24	2022-06-24	50.92627749	4.54053683
IV2022062413525561	N2000meetnet_Grasland_BHM	3927238	9	2022-06-24	2022-06-24	50.92511971	4.54599552
IV2022062707565483	N2000meetnet_Grasland_BHM	4851218	1018	2022-06-21	2022-06-21	51.2146168	5.53973238
IV2022062707565556	N2000meetnet_Grasland_BHM	3008870	1018	2022-06-24	2022-06-24	50.81487902	5.04149747
IV2022062707565650	N2000meetnet_Grasland_BHM	1156230	1018	2022-06-24	2022-06-24	50.94336298	4.81570067
IV2022062707565681	N2000meetnet_Grasland_BHM	3011510	1018	2022-06-22	2022-06-22	51.09378502	5.34648677
IV2022062707565791	N2000meetnet_Grasland_BHM	2468182	1018	2022-06-24	2022-06-24	50.9893557	4.87995083
IV2022062707565854	N2000meetnet_Grasland_BHM	3351639	1018	2022-06-22	2022-06-22	51.05914909	4.85688883
IV2022062707565857	N2000meetnet_Grasland_BHM	3016210	1018	2022-06-21	2022-06-21	51.21343779	5.53814696
IV2022062707565951	N2000meetnet_Grasland_BHM	4057446	1018	2022-06-24	2022-06-24	50.81435895	5.04047969
IV2022062707570082	N2000meetnet_Grasland_BHM	2943735	1018	2022-06-22	2022-06-22	51.20026663	4.94627173
IV2022062707570088	N2000meetnet_Grasland_BHM	4042038	1018	2022-06-24	2022-06-24	50.98845548	4.88456273
IV2022062707575407	N2000meetnet_Grasland_BHM	4057446	9	2022-06-24	2022-06-24	50.81435895	5.04047969
IV2022062707575807	N2000meetnet_Grasland_BHM	3008870	9	2022-06-24	2022-06-24	50.81487902	5.04149747
IV2022062707580164	N2000meetnet_Grasland_BHM	2943735	9	2022-06-22	2022-06-22	51.20026663	4.94627173
IV2022062707580424	N2000meetnet_Grasland_BHM	1156230	9	2022-06-24	2022-06-24	50.94336298	4.81570067
IV2022062707580636	N2000meetnet_Grasland_BHM	4042038	9	2022-06-24	2022-06-24	50.98845548	4.88456273
IV2022062707580996	N2000meetnet_Grasland_BHM	3011510	9	2022-06-22	2022-06-22	51.09378502	5.34648677
IV2022062707581215	N2000meetnet_Grasland_BHM	4851218	9	2022-06-21	2022-06-21	51.2146168	5.53973238
IV2022062707581563	N2000meetnet_Grasland_BHM	2468182	9	2022-06-24	2022-06-24	50.9893557	4.87995083
IV2022062707581726	N2000meetnet_Grasland_BHM	3351639	9	2022-06-22	2022-06-22	51.05914909	4.85688883
IV2022062811530121	N2000_6510_droogte	162790	1018	2020-05-21	2020-05-21	50.96030857	5.15786139
IV2022062811562012	N2000_6510_droogte	162790	9	2020-05-21	2020-05-21	50.96030857	5.15786139
IV2022062812094917	N2000_6510_droogte	243846	1018	2020-05-27	2020-05-27	50.93683587	4.87474493
IV2022062812122000	N2000_6510_droogte	243846	9	2020-05-27	2020-05-27	50.93683587	4.87474493
IV2022062814314265	N2000_6510_droogte	258390	1018	2020-05-27	2020-05-27	51.02203585	4.8583258
IV2022062814340518	N2000_6510_droogte	258390	9	2020-05-27	2020-05-27	51.02203585	4.8583258
IV2022062815105803	N2000_6510_droogte	20217	1018	2020-05-21	2020-05-21	50.95344476	4.00234783
IV2022062815124587	N2000_6510_droogte	20217	9	2020-05-21	2020-05-21	50.95344476	4.00234783
IV2022062815251419	N2000_6510_droogte	409654	1018	2020-05-21	2020-05-21	51.01943882	5.03936408
IV2022062815274151	N2000_6510_droogte	409654	9	2020-05-21	2020-05-21	51.01943882	5.03936408
IV2022062815370433	N2000_6510_droogte	528582	1018	2020-05-21	2020-05-21	50.94872661	4.5383525
IV2022062815393838	N2000_6510_droogte	528582	9	2020-05-21	2020-05-21	50.94872661	4.5383525
IV2022062815583898	N2000_6510_droogte	556006	1018	2020-05-15	2020-05-15	50.9534148	5.15637922
IV2022062816010014	N2000_6510_droogte	556006	9	2020-05-15	2020-05-15	50.9534148	5.15637922
IV2022062816082175	N2000_6510_droogte	41814	1018	2020-05-13	2020-05-13	51.03683006	4.75081303
IV2022062816130198	N2000_6510_droogte	41814	9	2020-05-13	2020-05-13	51.03683006	4.75081303
IV2022062816222575	N2000_6510_droogte	589110	1018	2020-05-27	2020-05-27	50.99641463	4.93099878
IV2022062816265762	N2000_6510_droogte	589110	9	2020-05-27	2020-05-27	50.99641463	4.93099878
IV2022062910331639	N2000_6510_droogte	IV2012080315214927	1018	2020-05-21	2020-05-21	50.82510946	4.64876033
IV2022062910371757	N2000_6510_droogte	IV2012080315214927	9	2020-05-21	2020-05-21	50.82510946	4.64876033
IV2022062911205787	N2000_6510_droogte	IV2017081713530150	1018	2020-05-27	2020-05-27	51.00840706	4.96896797
IV2022062911224749	N2000_6510_droogte	IV2017081713530150	9	2020-05-27	2020-05-27	51.00840706	4.96896797
IV2022063010475085	N2000_6510_droogte	IV2017081714212303	1018	2020-05-22	2020-05-22	50.93927804	4.87445998
IV2022063010502269	N2000_6510_droogte	IV2017081714212303	9	2020-05-22	2020-05-22	50.93927804	4.87445998
IV2022063011035412	N2000_6510_droogte	IV2017081808551234	1018	2020-05-27	2020-05-27	50.78446404	5.18002998
IV2022063011063009	N2000_6510_droogte	IV2017081808551234	9	2020-05-27	2020-05-27	50.78446404	5.18002998
IV2022063011195731	N2000_6510_droogte	IV2018022010134155	1018	2020-05-27	2020-05-27	50.98158206	4.79607697
IV2022063011234386	N2000_6510_droogte	IV2018022010134155	9	2020-05-27	2020-05-27	50.98158206	4.79607697
IV2022090915315486	N2000meetnet_Moeras_BHM	702674	1018	2022-08-26	2022-08-26	51.0946268	5.34924692
IV2022090915315574	N2000meetnet_Heide_BHM_2022	21714	1018	2022-09-09	2022-09-09	51.07462301	5.36754926
IV2022090915315680	N2000meetnet_Heide_BHM_2022	55058	1018	2022-09-09	2022-09-09	51.13054257	5.35411443
IV2022090915315691	N2000meetnet_Moeras_BHM	1635254	1018	2022-08-26	2022-08-26	51.09272867	5.33504459
IV2022090915315710	N2000meetnet_Heide_BHM_2022	152786	1018	2022-09-09	2022-09-09	51.07459498	5.37074367
IV2022090915315841	N2000meetnet_Heide_BHM_2022	225910	1018	2022-09-09	2022-09-09	51.14242207	5.34384744
IV2022090915325445	N2000meetnet_Grasland_BHM	414646	1018	2022-08-26	2022-08-26	51.09465408	5.31041582
IV2022090915325501	N2000meetnet_Grasland_BHM	201938	1018	2022-08-26	2022-08-26	51.08973181	5.34959942
IV2022090915325688	N2000meetnet_Heide_BHM_2022	152786	9	2022-09-09	2022-09-09	51.07459498	5.37074367
IV2022090915335427	N2000meetnet_Moeras_BHM	863862	1018	2022-08-18	2022-08-18	51.16898251	5.23563855
IV2022090915335554	N2000meetnet_Moeras_BHM	418422	1018	2022-08-26	2022-08-26	51.15072461	5.31337667
IV2022090915335608	N2000meetnet_Grasland_BHM	201938	9	2022-08-26	2022-08-26	51.08973181	5.34959942
IV2022090915345460	N2000meetnet_Moeras_BHM	418422	9	2022-08-26	2022-08-26	51.15072461	5.31337667
IV2022090915345550	N2000meetnet_Moeras_BHM	863862	9	2022-08-18	2022-08-18	51.16898251	5.23563855
IV2022090915345689	N2000meetnet_Moeras_BHM	702674	9	2022-08-26	2022-08-26	51.0946268	5.34924692
IV2022090915345718	N2000meetnet_Heide_BHM_2022	21714	9	2022-09-09	2022-09-09	51.07462301	5.36754926
IV2022090915345821	N2000meetnet_Heide_BHM_2022	55058	9	2022-09-09	2022-09-09	51.13054257	5.35411443
IV2022090915345985	N2000meetnet_Moeras_BHM	1635254	9	2022-08-26	2022-08-26	51.09272867	5.33504459
IV2022091211043330	N2000meetnet_Moeras_BHM	996278	1018	2022-08-26	2022-08-26	51.09276231	5.33093402
IV2022091211043460	N2000meetnet_Grasland_BHM	255826	1018	2022-08-03	2022-08-03	51.06828829	5.69021927
IV2022091211043505	N2000meetnet_Grasland_BHM	6152326	1018	2022-07-04	2022-07-04	50.97079978	4.79358466
IV2022091211043669	N2000meetnet_Grasland_BHM	1286278	1018	2022-07-04	2022-07-04	50.97471548	4.79902935
IV2022091211043673	N2000meetnet_Grasland_BHM	4975814	1018	2022-07-05	2022-07-05	50.92636036	4.54644414
IV2022091211043718	N2000meetnet_Grasland_BHM	818374	1018	2022-07-05	2022-07-05	50.92741539	4.54964552
IV2022091211043763	N2000meetnet_Moeras_BHM	1388150	1018	2022-08-18	2022-08-18	51.1697104	5.23872484
IV2022091211043853	N2000meetnet_Grasland_BHM	30418	1018	2022-08-02	2022-08-02	50.99420989	5.44970945
IV2022091211043977	N2000meetnet_Grasland_BHM	2898758	1018	2022-07-05	2022-07-05	50.81499389	4.76171926
IV2022091211043984	N2000meetnet_Grasland_BHM	1618054	1018	2022-07-04	2022-07-04	50.97282609	4.7827311
IV2022091211053372	N2000meetnet_Grasland_BHM	6152326	9	2022-07-04	2022-07-04	50.97079978	4.79358466
IV2022091211053423	N2000meetnet_Grasland_BHM	414646	9	2022-08-26	2022-08-26	51.09465408	5.31041582
IV2022091211053671	N2000meetnet_Moeras_BHM	996278	9	2022-08-26	2022-08-26	51.09276231	5.33093402
IV2022091211053798	N2000meetnet_Grasland_BHM	818374	9	2022-07-05	2022-07-05	50.92741539	4.54964552
IV2022091211053882	N2000meetnet_Grasland_BHM	255826	9	2022-08-03	2022-08-03	51.06828829	5.69021927
IV2022091211054034	N2000meetnet_Grasland_BHM	1618054	9	2022-07-04	2022-07-04	50.97282609	4.7827311
IV2022091211054136	N2000meetnet_Moeras_BHM	1388150	9	2022-08-18	2022-08-18	51.1697104	5.23872484
IV2022091211054211	N2000meetnet_Grasland_BHM	4975814	9	2022-07-05	2022-07-05	50.92636036	4.54644414
IV2022091211054406	N2000meetnet_Grasland_BHM	1286278	9	2022-07-04	2022-07-04	50.97471548	4.79902935
IV2022091211054528	N2000meetnet_Grasland_BHM	3016210	9	2022-06-21	2022-06-21	51.21343779	5.53814696
IV2022091211054641	N2000meetnet_Grasland_BHM	30418	9	2022-08-02	2022-08-02	50.99420989	5.44970945
IV2022091211093240	N2000meetnet_Grasland_BHM	2898758	9	2022-07-05	2022-07-05	50.81499389	4.76171926
IV2022091211103221	N2000meetnet_Heide_BHM_2022	225910	9	2022-09-09	2022-09-09	51.14242207	5.34384744
IV2022092214172685	N2000meetnet_Bos_91E0_sf	BV22/085	256	2022-09-20	2022-09-20	500	500
IV2022092214294369	N2000meetnet_Bos_91E0_sf	BV22/086	256	2022-09-20	2022-09-20	500	500
IV2022092214380635	N2000meetnet_Bos_91E0_sf	BV22/087	256	2022-09-20	2022-09-20	500	500
IV2022092214433481	N2000meetnet_Bos_91E0_sf	BV22/088	256	2022-09-20	2022-09-20	500	500
IV2022092214481900	N2000meetnet_Bos_91E0_sf	BV22/089	256	2022-09-20	2022-09-20	500	500
IV2022092214541032	N2000meetnet_Bos_91E0_sf	BV22/090	256	2022-09-21	2022-09-21	500	500
IV2022092215014232	N2000meetnet_Bos_91E0_sf	BV22/091	256	2022-09-21	2022-09-21	500	500
IV2022092215103643	N2000meetnet_Bos_91E0_sf	BV22/092	256	2022-09-21	2022-09-21	500	500
IV2022092215204159	N2000meetnet_Bos_91E0_sf	BV22/093	256	2022-09-21	2022-09-21	500	500
IV2022092215375594	N2000meetnet_Bos_91E0_sf	BV22/094	256	2022-09-21	2022-09-21	500	500
IV2022092720513272	N2000meetnet_Duinen_BHM	923569	1018	2022-09-27	2022-09-27	51.11776222	2.6645952
IV2022092720523231	N2000meetnet_Duinen_BHM	1011505	1018	2022-09-27	2022-09-27	51.12558616	2.68854201
IV2022092720523337	N2000meetnet_Duinen_BHM	945969	1018	2022-09-27	2022-09-27	51.122572	2.69916558
IV2022092720523477	N2000meetnet_Duinen_BHM	923569	9	2022-09-27	2022-09-27	51.11776222	2.6645952
IV2022092720533217	N2000meetnet_Duinen_BHM	977713	1018	2022-09-27	2022-09-27	51.16311948	2.75994526
IV2022092720533326	N2000meetnet_Grasland_BHM	198930	1018	2022-09-26	2022-09-26	51.26195908	5.42566678
IV2022092720533498	N2000meetnet_Moeras_BHM	302198	1018	2022-09-26	2022-09-26	51.21644436	5.17913703
IV2022092720533546	N2000meetnet_Duinen_BHM	2207537	1018	2022-09-27	2022-09-27	51.12785784	2.70674962
IV2022092720533554	N2000meetnet_Duinen_BHM	1158961	1018	2022-09-27	2022-09-27	51.12844584	2.70764318
IV2022092720533621	N2000meetnet_Duinen_BHM	945969	9	2022-09-27	2022-09-27	51.122572	2.69916558
IV2022092720533744	N2000meetnet_Duinen_BHM	1011505	9	2022-09-27	2022-09-27	51.12558616	2.68854201
IV2022092720553273	N2000meetnet_Duinen_BHM	854129	1018	2022-09-21	2022-09-21	51.25891682	2.98725968
IV2022092720553302	N2000meetnet_Duinen_BHM	919665	1018	2022-09-21	2022-09-21	51.25505479	2.97683015
IV2022092720553467	N2000meetnet_Grasland_BHM	198930	9	2022-09-26	2022-09-26	51.26195908	5.42566678
IV2022092720553570	N2000meetnet_Duinen_BHM	2207537	9	2022-09-27	2022-09-27	51.12785784	2.70674962
IV2022092720553636	N2000meetnet_Duinen_BHM	977713	9	2022-09-27	2022-09-27	51.16311948	2.75994526
IV2022092720553789	N2000meetnet_Moeras_BHM	302198	9	2022-09-26	2022-09-26	51.21644436	5.17913703
IV2022092720553887	N2000meetnet_Duinen_BHM	1158961	9	2022-09-27	2022-09-27	51.12844584	2.70764318
IV2022092720573255	N2000meetnet_Grasland_BHM	183733	1018	2022-09-21	2022-09-21	51.28553005	3.10344746
IV2022092720573340	N2000meetnet_Grasland_BHM	798133	1018	2022-09-21	2022-09-21	51.3006505	3.11863796
IV2022092720573400	N2000meetnet_Grasland_BHM	455349	1018	2022-09-20	2022-09-20	51.29253091	3.13032903
IV2022092720573468	N2000meetnet_Grasland_BHM	437685	1018	2022-09-21	2022-09-21	51.29122692	3.11336628
IV2022092720573527	N2000meetnet_Duinen_BHM	854129	9	2022-09-21	2022-09-21	51.25891682	2.98725968
IV2022092720573616	N2000meetnet_Duinen_BHM	919665	9	2022-09-21	2022-09-21	51.25505479	2.97683015
IV2022092720593285	N2000meetnet_Grasland_BHM	65526	1018	2022-08-24	2022-08-24	51.26257634	4.9080772
IV2022092720593303	N2000meetnet_Grasland_BHM	343809	1018	2022-08-25	2022-08-25	51.14336874	3.09860771
IV2022092720593419	N2000meetnet_Grasland_BHM	253621	1018	2022-09-20	2022-09-20	51.28641155	3.21810604
IV2022092720593429	N2000meetnet_Grasland_BHM	226262	1018	2022-08-24	2022-08-24	51.17617327	4.79496638
IV2022092720593559	N2000meetnet_Grasland_BHM	1117877	1018	2022-09-20	2022-09-20	51.29057994	3.20285992
IV2022092720593593	N2000meetnet_Moeras_BHM	509686	1018	2022-08-24	2022-08-24	51.20084047	4.88447053
IV2022092720593611	N2000meetnet_Grasland_BHM	798133	9	2022-09-21	2022-09-21	51.3006505	3.11863796
IV2022092720593778	N2000meetnet_Grasland_BHM	183733	9	2022-09-21	2022-09-21	51.28553005	3.10344746
IV2022092720593885	N2000meetnet_Grasland_BHM	455349	9	2022-09-20	2022-09-20	51.29253091	3.13032903
IV2022092720593940	N2000meetnet_Grasland_BHM	437685	9	2022-09-21	2022-09-21	51.29122692	3.11336628
IV2022092721013291	N2000meetnet_Grasland_BHM	1022766	1018	2022-08-23	2022-08-23	51.36007681	5.0231438
IV2022092721013396	N2000meetnet_Grasland_BHM	678638	1018	2022-08-23	2022-08-23	51.31429604	5.12760213
IV2022092721013421	N2000meetnet_Grasland_BHM	225246	1018	2022-08-23	2022-08-23	51.33966613	4.50028431
IV2022092721013515	N2000meetnet_Grasland_BHM	311262	1018	2022-08-23	2022-08-23	51.34199331	4.50322145
IV2022092721013692	N2000meetnet_Grasland_BHM	343809	9	2022-08-25	2022-08-25	51.14336874	3.09860771
IV2022092721013740	N2000meetnet_Grasland_BHM	253621	9	2022-09-20	2022-09-20	51.28641155	3.21810604
IV2022092721013805	N2000meetnet_Grasland_BHM	65526	9	2022-08-24	2022-08-24	51.26257634	4.9080772
IV2022092721013931	N2000meetnet_Moeras_BHM	509686	9	2022-08-24	2022-08-24	51.20084047	4.88447053
IV2022092721014029	N2000meetnet_Grasland_BHM	1117877	9	2022-09-20	2022-09-20	51.29057994	3.20285992
IV2022092721014112	N2000meetnet_Grasland_BHM	226262	9	2022-08-24	2022-08-24	51.17617327	4.79496638
IV2022092721033248	N2000meetnet_Duinen_BHM	913201	1018	2022-08-05	2022-08-05	51.13698088	2.69751029
IV2022092721033366	N2000meetnet_Grasland_BHM	64777	1018	2022-08-18	2022-08-18	51.18010441	3.9154429
IV2022092721033498	N2000meetnet_Grasland_BHM	545745	1018	2022-08-22	2022-08-22	50.95450242	2.9597835
IV2022092721033513	N2000meetnet_Duinen_BHM	ha_14	1018	2022-08-05	2022-08-05	51.13203432	2.70089809
IV2022092721033629	N2000meetnet_Grasland_BHM	140241	1018	2022-08-22	2022-08-22	50.9587837	2.95692164
IV2022092721033636	N2000meetnet_Duinen_BHM	ha_02	1018	2022-08-05	2022-08-05	51.13020528	2.69865282
IV2022092721033725	N2000meetnet_Grasland_BHM	225246	9	2022-08-23	2022-08-23	51.33966613	4.50028431
IV2022092721033813	N2000meetnet_Grasland_BHM	311262	9	2022-08-23	2022-08-23	51.34199331	4.50322145
IV2022092721033980	N2000meetnet_Grasland_BHM	1022766	9	2022-08-23	2022-08-23	51.36007681	5.0231438
IV2022092721034164	N2000meetnet_Grasland_BHM	678638	9	2022-08-23	2022-08-23	51.31429604	5.12760213
IV2022092721053236	N2000meetnet_Duinen_BHM	1986613	1018	2022-08-02	2022-08-02	51.34309983	3.31315294
IV2022092721053334	N2000meetnet_Duinen_BHM	zw_11	1018	2022-08-02	2022-08-02	51.3572466	3.33244601
IV2022092721053463	N2000meetnet_Duinen_BHM	zw_28	1018	2022-08-04	2022-08-04	51.35649085	3.33122517
IV2022092721053521	N2000meetnet_Duinen_BHM	940085	1018	2022-08-04	2022-08-04	51.34056211	3.25580381
IV2022092721053652	N2000meetnet_Duinen_BHM	1462325	1018	2022-08-02	2022-08-02	51.34484167	3.31495059
IV2022092721053763	N2000meetnet_Duinen_BHM	2178357	1018	2022-08-02	2022-08-02	51.35417803	3.32989875
IV2022092721053845	N2000meetnet_Duinen_BHM	1036081	1018	2022-08-05	2022-08-05	51.13948254	2.71502544
IV2022092721053921	N2000meetnet_Duinen_BHM	530485	1018	2022-08-04	2022-08-04	51.34048427	3.24753909
IV2022092721054044	N2000meetnet_Duinen_BHM	2145589	1018	2022-08-04	2022-08-04	51.35431381	3.34551462
IV2022092721054068	N2000meetnet_Duinen_BHM	1792053	1018	2022-08-04	2022-08-04	51.34349388	3.26170437
IV2022092721054155	N2000meetnet_Duinen_BHM	823089	1018	2022-08-05	2022-08-05	51.13807466	2.69678232
IV2022092721054248	N2000meetnet_Duinen_BHM	1506613	1018	2022-08-04	2022-08-04	51.35767717	3.33533361
IV2022092721054382	N2000meetnet_Duinen_BHM	1670453	1018	2022-08-04	2022-08-04	51.35829624	3.34037351
IV2022092721054491	N2000meetnet_Duinen_BHM	1391925	1018	2022-08-02	2022-08-02	51.35213281	3.32626938
IV2022092721054512	N2000meetnet_Grasland_BHM	140241	9	2022-08-22	2022-08-22	50.9587837	2.95692164
IV2022092721054626	N2000meetnet_Duinen_BHM	ha_02	9	2022-08-05	2022-08-05	51.13020528	2.69865282
IV2022092721054768	N2000meetnet_Duinen_BHM	913201	9	2022-08-05	2022-08-05	51.13698088	2.69751029
IV2022092721054872	N2000meetnet_Duinen_BHM	ha_14	9	2022-08-05	2022-08-05	51.13203432	2.70089809
IV2022092721054876	N2000meetnet_Grasland_BHM	545745	9	2022-08-22	2022-08-22	50.95450242	2.9597835
IV2022092721054994	N2000meetnet_Grasland_BHM	64777	9	2022-08-18	2022-08-18	51.18010441	3.9154429
IV2022092721073344	N2000meetnet_Duinen_BHM	2151425	1018	2022-08-01	2022-08-01	51.26908524	3.02089299
IV2022092721073360	N2000meetnet_Duinen_BHM	2003969	1018	2022-08-01	2022-08-01	51.2690277	3.0186217
IV2022092721073439	N2000meetnet_Duinen_BHM	1322293	1018	2022-08-02	2022-08-02	51.34721953	3.32362372
IV2022092721073450	N2000meetnet_Duinen_BHM	bd_03	1018	2022-08-01	2022-08-01	51.26823565	3.01875657
IV2022092721073587	N2000meetnet_Duinen_BHM	bd_02	1018	2022-08-01	2022-08-01	51.26941623	3.01641372
IV2022092721073635	N2000meetnet_Duinen_BHM	1670453	9	2022-08-04	2022-08-04	51.35829624	3.34037351
IV2022092721073659	N2000meetnet_Duinen_BHM	2108725	1018	2022-08-02	2022-08-02	51.34660788	3.31950368
IV2022092721073759	N2000meetnet_Duinen_BHM	1391925	9	2022-08-02	2022-08-02	51.35213281	3.32626938
IV2022092721073816	N2000meetnet_Duinen_BHM	823089	9	2022-08-05	2022-08-05	51.13807466	2.69678232
IV2022092721073974	N2000meetnet_Duinen_BHM	zw_28	9	2022-08-04	2022-08-04	51.35649085	3.33122517
IV2022092721074006	N2000meetnet_Duinen_BHM	1792053	9	2022-08-04	2022-08-04	51.34349388	3.26170437
IV2022092721074131	N2000meetnet_Duinen_BHM	2145589	9	2022-08-04	2022-08-04	51.35431381	3.34551462
IV2022092721074228	N2000meetnet_Duinen_BHM	940085	9	2022-08-04	2022-08-04	51.34056211	3.25580381
